k_number,sha256,bytes
K160555,a33b3ef2a0ad0f3ec2954e8c4c06401f8b8e2a0b1ec477715ef06f353094a1c3,16375
K160566,bf81f7e4e814ada8eb504438d0e0ca89e6d2c680c78e521f97ed6717f91b21e4,13627
K160568,79bc2211d4647e2792ee0e99dc88f1e952390d6fdf4c80b3fd885d5e77d4e488,10898
K160597,d935b776c6014cfa2391b3ade138f4d114711951c32caddc422b20685e070faa,8490
K160603,ed0046607f9e90b3827a066dc482bf331666f005d7d2d2c29eb994d0ebea77ca,7353
K160604,1f236aad56e2be291922807b141da66ef5ed53a20a0633b992b7e0e883d7f897,10115
K160605,5f6053fb8361c5bfca7efd5ae1beacd3abbc8ef1aa2d72a247cd1fca7c13bbb5,10646
K160617,5eb459e496920d5533e3d4903150348a12125598370168356f4e5c19dea047b5,7407
K160631,ede23431ee029abb5645235927d706d8cf483f05e2ee51917f982c6d1231dff8,11521
K160633,d17855c93608f5b6b271590a7fe264551deba34da404a052fdc186d6d40b96bc,10104
K160640,537976077360a60acf09772c70fed65cf16029b376ade5e7dd8accd88399bcf5,10892
K160646,5f783aade126b4b7734462ac7c4bcd32e664c240782588df927181fddc2207d8,11242
K160652,4937ddc3a3c01516ebf2c6164d7c310503d69dfca223fe652a186c643518a8aa,8793
K160655,5b6fdf198f125e011ca5676fb26b3c6ff918764e13fc0d4cbfc4b08ebdc0bde6,8149
K160663,ea3519c5455649e935ebc7e76009fd5e0fdf0edfe12f87ca45f21a62f49fc1ea,10031
K160697,10d2c1658b2466a4a12737828c126f907cd7355faee39e2841e08d9bfd9d160f,15926
K160698,a70a99d9198f5f279019113e17423314cca3a83eb4fb63533a657b083a4d4199,7588
K160699,992845780064b9cf69d2b7c15e5acead56ed575f3f502f56641ac76d3c29b9bc,9971
K160700,d8fc7d3aaa383a12c97fbe2cdf04617386799da3bf6c9693a885ba47f6b36969,16087
K160702,75a4fa2cad68a1540b4c504b1c599e2e928bb93966af8c525d308e5171ebd788,7596
K160715,6629fcbc95415199572be247cc7ec57f8158b29007d83eaea854f5e2c61a0ca2,10527
K160722,fb44b4064649c3f4c3fe414b2a193f0dc5580c51ccade6f92256adc92059d4a3,9636
K160731,203544f62b8bdc675746fb1853c9ee5b8d2655c9ceba88c7402069d929f38ed8,7758
K160738,9522be2df524f0ef4a9982199c1bde4168aeb0272ce3e239fff9f72cbeb8e6ca,9205
K160756,c217d2a461da621243bd1afdf6a27661895e93d555419d9b3b3769c0194d6c31,13377
K160771,986abaff35fcce5711a9c272f710166d8565752b15bb47eb17706959f3a08803,12272
K160775,e34f746fcc79db203c2ed07d174a92b7dbb50744abc406d86fd3a2020b4f61b9,11702
K160791,e425604cfb542f73538c46c3670b8dd5d888bd3acde2f5830549ada036a6f402,11266
K160804,4732c7ce04c504ce5e0433594abd05e4ca1d923c2f6ed61e32e45919e509fbe6,9577
K160813,83cd970cec67598c3cdb502b984e1a9512125b03013bf29dc0ead43c93a6d267,8860
K160820,9780dcf412efd837abe132aebd9b9d94c16ca3f2548c564a2b26716283ea12d9,9193
K160830,b9276499b346673605a725b5eefbcb76a163a05a54a3edb80a00e1b7e0ba710c,11141
K160856,75926cee1e34696da7c9f9d1011136e659c37cc068eddcaeb5f82945d2361ffc,10929
K160874,34ca85eabaa90f4a4ee1579a8ae0dc4678ab4c1218a420ba53c6db261737d23a,11380
K160879,85666cde3e0f469482c2eaa9381501d8f29a1d47bb5e51dadd6a5ff2bc4b47cb,15104
K160895,1e93f47ea6bebabfab5e47db83f6a6348cf3203807c5271c2e2fbb534e5c1a9f,14192
K160902,bf300695cb5589beaff71af995e577961c397fb12c3d3831b138e083b688db6f,10909
K160904,d2b075224391630c82095c7034641bc000ac8a72383c61c1de44239c53a51618,13540
K160906,a432c1495405fa3e267c09a0e73a18898ee08d5351c4359289733709da08ff26,11058
K160907,7714c04252a1a690a4389a7ba3ec909f39ab86d7e8b2d950b567e544e2526a68,10247
K160916,7681eaf2a70ac944d05182d4ebfa96f2b4a3b5bc2cfe02c5f331d9ad5c45c7d8,10491
K160923,f91d2ad1551514ba0997236ee1976178cb4dc234cc9114346b2a1b0bb5012c2e,10662
K160924,4ce96f7b254aef51a5e2775583c8252a52fa06c0c2536a26f27ace5f298cded0,11423
K160926,95bbf69449478c6235a3caaf43dc0f3c74a06e78e0749a9e4ee0a64abea6e174,12694
K160946,d6aa17d115ed80c47b242ce9f981aafd3267e991b1e524acb76a6beeefd1eabb,9442
K160955,3693b43205f5aa5f5d57abbd31c87f46ff2e45b517ffe3b70552ca5732596e1e,10829
K160958,4f8875eff862033134be419248c956225848b430e94427ace60abbe2c2f7ecf6,8219
K160959,ba30da6a1729dc99e7d4ff77d3ddfe8153ccf5388446add658fbff701f9f4f62,13201
K160972,3878f841f4224541ff8a0e3b75fe8ea878dca20f74073b5ae34032a2b35c0296,16276
K160975,9a11a794387bbebbf17e825334095055cf08570890a442d37362a1d9584b603e,9693
K160976,aae4c45c200e17200f02b894ace8b11c05e7815b53ba34de95035f967ea68b65,10375
K160980,3c4032526c9f6f791d9a1ab409a36209cc6723828f8c93239b281f0db1625b6e,9833
K160982,6803732717e1593057f416e369e17d31ef878218aa9846e6e364647f6e67bf19,10453
K160983,d34cd26466f53bf8dd75ffb658feb7703b3b5004560a4afe22399a54ce610d83,7269
K160989,73ed6046d5cf6a37a95c757bef297019b8ac62790ca415cc694cd6bcfa24de9e,9469
K160995,d6146122b37057856c9f0615186a00a0a6727603c23bf9dde2edb9e8250c12dc,9788
K160996,1614a433d54feeb2ec6f10c78004bc16df9ad93a40bedcedd14dc282932c7c0b,7583
K161001,78fd7522c9163e4b4a0e22be9eb7e3f2f7430be0c58735e3fd3afd0064c8eac0,9685
K161014,285cf95e7a79bd0cf5a605cb8243d8143772b39609cdee12f01631f487b1006e,8913
K161016,1a83c6091453eaa2758ea8936f4bf84fad277b2378c98c6236a0f46e481014fb,8339
K161028,9d181a2f2326e6630fae22a8be8ba042d0e0a23f2f2bb82dc15be27b4ed666a4,10127
K161032,b77e3d0cfefcc09ae2dca58cc09b2401b5fb0b52ca6303f094ecacd38344e609,10292
K161033,439b0eab0c860a90b32dc8247d81055b4bef6f08c1c98dd75e2e775c871aa2f8,4037
K161037,bdd1eef74f957541393c723a44ed72907d47795d51ea4b76dc6d3b4c34a73040,9316
K161041,6b3c1704a060bb65fc52f259c7901f99e074763678f82509275211a12d3d1255,8617
K161048,b3c06f1be66ad4e109985c10916a3af80e17d686aa1cc1b70c5fef92f849ea42,6599
K161058,fa1f726c6980ccc030a25ef0ebc1cf9b3a0897af36748fe3531b3dc15748b14c,8519
K161060,891911033081a91c8efb0be567572f7d47d1800db410d5cd8840bae2745981de,7023
K161073,f58190e37d13e49eceb55c2c7e3269c769a0eefe89e6a135f61049777d5b8560,7720
K161080,3122b38fad4f5f73e68f19571aac50e9e04596cbf16db06636e916d4dbd191f1,10372
K161081,a4b0c60fd9275a6a4de378541ec829de7b5ba42157298f6b18ff08927912d952,11996
K161108,69360ae6b01c0dcc68f1f0e788ff1959967addfb084912c9eb5398fd3c5ac2b5,6641
K161114,a15d74330ee46e439355893fdf5eaba3905af9b25a577fafa74324d5967efc89,9588
K161120,e2a625153147a5bde3d5d06e7cf5a4d484106da7f88d898a34f16a9c20a71495,10214
K161127,4b8cd5692cc97a0b2c14a1abf737815fddd51cc6afed0f67bcfb0997b1b61163,8784
K161129,01b26d3a1b8169835b810f0665cc9fed8782897706e519116218573ec7359141,11387
K161149,98e0787fcb6e694eb43ff953177c01d71d8e18a6bf6dbd55042047af1ca463e4,13172
K161151,7b983c4545f6296fe9d7947b18cf6b5de3659ab1967cf2b2922e1ab930e22d47,13169
K161155,9ac1d24778121d6f811335df87acf158e543e1f3b4f4aaa0acde6ed631a369be,10926
K161166,dbf0720154000a721fca9ae3095d60be4e6d108ab509f900a6337c3e90e77822,12432
K161173,095b67e7eaf961c743f98ea76e1158794201e1ae43d5a37ac061294e63fc5b56,11383
K161174,34fdf7ee2d31226d902cd25485a91c30a71cd1c443b43bc43a11e68cc2465153,8323
K161184,56efc5e16b0c0d9273e4167de85cee46d940ceb5af40815e454afaeb3e1f3a9a,10465
K161189,2a7fd5574b8dfc8df7b96ada7e59c14b210988f2c3b213be603282997bae6cb3,8541
K161190,2be4a60986a9830fc31d0ba36af868bf58cc40a2d70fbac80a3d7ce2b1ef6381,11862
K161192,5af7031d7165eb5a90eee7270e91f98984960db3b384b126eafbe998bc083804,10569
K161210,6bb7ecbb1af7da66524a41a6f5e1738434beed27e04c791559704da9be66ba23,13419
K161223,aff874d6275b2eaa8c20e84f6e58fe9ac33259e79be6ef5447b79cb67f9df094,16444
K161225,cde1e12a7006241f690751234b72e612585221c29244db4fe4e5a6d792eb5b1f,12784
K161226,9e964ebf8cb7cb5fd383750dd2b9671591dc8d7bca3190a6786ca723e9371752,10008
K161230,f27f850ed463f42fc869e550528249c97f8234b33d6baa77d01ca360da3b6e69,19399
K161231,bb43f69402fa3725cce9d476e94f0ce2e6617b160e791d5c0658ffc4d361985d,8445
K161233,65d2c6f35295bf5d03bd61d07326f72150f38734064a5ce20ba66fad978fde71,14553
K161254,4fe1215673c60166ef329692b688f1b2c5308d9d891a9626d88470f7080ba41d,7451
K161259,4ffdfe2be1594cb0ec20b069fb7b29c6dd2710c205698e971c1100ead8467f3f,10735
K161264,c5d9e74a59c5d63a1053f5ba792e8b09e130e9c37d05d77c70135ad44615955d,10647
K161265,8ad8afc3db3bc679d7eed18740b78f738ac7941ac261b915b87b269d2a0e0c2e,7779
K161267,61497c5aa161ae2561f2b80f31554c78b3481bc13ba1e46c18b11b4091ff19a7,11117
K161273,9aebab814751c32252fcd3f19f1cb37010635e9f8f270285cf1f2584752e2525,10368
K161279,b280c7f2258c0389d7dda657f8f5c684173baad90663cbe114c88c6e1a738990,8613
K161280,6138f8e109069d5613a01c92a289a4a11b652b2ef73365c5a76b5e9e59eef1c6,9832
K161292,ec0b9582cda4c7a8497f5cda4311d73fe4a1e86cff238afc0f5fa72ffc11e78e,9178
K161303,4fc4c8db4575d79d2cda66b5dac5a4fab5e70b7fb243443a7596fb4ca25e9968,7462
K161327,35e88f09623860ed489fd730be8a0237d8e4f75717ee2d147ec142c60cff1c06,9262
K161332,4cada8bb890a595e6d29062224ce198081b7fccf2753a355a1f095c091f9be39,9810
K161334,b3f8266f0842db1c7c50825909ea2059d9325f69c5b984105060cae923fe6981,8442
K161351,3cec6cdca4afa11a5155fce36d0c4f69a16f190ee7e4f7ff0d926c7f4eeb9632,11001
K161360,0eb199a2b33cac7439ff7b74a437963fe36c635f88ccfa8c06bf951eabe74c03,11272
K161363,e385edfcbf9fbe1d2575a882aecbeab56d439543ce6cee14502c2feeffb501ab,10209
K161366,fdd3e5824bd724bf763798340e09684d8f10d103732ff4104dd9922b673c2085,11722
K161369,31586f2131daabc7d0ebfb71fb6077c033f7dc9a5673ddc3a704acb92c36c1ab,9849
K161371,0a8051970ea94a7d480e946e20bd860d4666e58c62eeabfa61760c9eb16573e9,9203
K161379,22208e627093b77a6aab3802130dfccbd0184587b0110167c066e8040249cc2a,10094
K161387,908bfdb4d86db4ba5002cba2f00384d91afde1956ea120285e0242cce68ee8d1,12259
K161404,575fc0941ac1b927a99f5c6e65810fa74464ba1469a71efe58fe9ac9d28de526,10126
K161405,6f3dbb566955249e649c57b7463b286b61ac4784e2893aabb008a481e9c6e5b7,10758
K161407,5873ff7263a1a6cd4edca41cd09aeb0e6dfd2bd8eb699efdd476c22ef6b11082,10467
K161414,0f688b4340d885805a9b38620d65b81e9b7a2559ef6c9aa8154a43fde4ade3bd,14712
K161417,e37c1c41aff3aebd5a2136e1b3aed168f2f417ce870217b62d51fa6a376336fd,10803
K161426,2b355d1fa7da129ba4f239f5db5cbc1ee64b1be8ad16b51046b4eaecf42e4ed3,6749
K161438,55ef3d3d53d038835207d08e6e82f1a77768ae27c3a4cd4dd317e2abd60a47b5,10012
K161442,6d8c3f5cc00038b9d53b784d31aa40c7c0ac2d9e781e6c30363f91ed29ad9e69,10655
K161447,adb7d99cb0175546ffae292bc407234d01ed40a87dfe19492b999afcf292668b,9920
K161448,71eda432a8e9bae07c5fdff5c19c3cafa3719c57f8f25c56947d3850ba846bd3,9178
K161449,6c09738937b0bb08e161827ca94a2ee5155eea1fbc9ce205006646583e22ed10,6958
K161466,66d3e8b129b278e7edd82f401ff5ccda8ae64b9430712e33819b12def5623a58,11790
K161476,3532c5cf1fc4756576831f353933f72a0a298fc5277cb3eef46aed597dcd9c09,17479
K161485,147f894aa3dd179e1f215ef67cdade320de54c7ca47cdcc8e1dcd3b945e5c249,14550
K161489,e0514b62cbabaa143e9000ffb85f4b1973ec3717075a683cacc8e3c8b08a737e,4084
K161498,efe9eaef616239e34c18c15adb7bd00b52f2ec6c35dafa195a95b35f5c183421,11577
K161499,e54d35dc8cf4c259c0b0e127e9cc0eb72db45eb5fff3a6a37eeb11aa713fd9dc,9775
K161516,32b471bc96bc08a75e7bcd3b41d8af2afe2a0970cf7523c5f0bf946cebd8ae60,9454
K161520,4ae365a7e824491a4e22e0a2435fe1214eb0a646dced286a4460c0cb23e52061,13985
K161524,becaa1ad5af6cebf1e563bc805fc92569d2ce5ea899712c18f61cdefcf3cfe93,10588
K161535,7ad4069e854278f7f30bf4b116e6172b36f8669d68b094a5f146f48ec2306116,10234
K161539,805840c337eb664012d5d0461d9ad3d4c550794629320b47a625988ae52e450f,7537
K161569,24e48631c1a5f8d7fbea3bed588c0496c97b0ece726f29f271414d0fbe030840,12874
K161587,085f068241499066e45bcc8f0395e3d84329432091f54cdb0bdcb2c1194ee049,9552
K161590,28c9b32c6520bf1100aa6ff014019b41b7f12ef59478b38062cd1fdecb1bcf17,14399
K161591,df1c1b6e9e29e71ccf6190bd2c7d60c4a6914b6f89cdbf3dcf6a0296faeeb097,9482
K161592,1a6c1ecb4c0c9ca40e125a6670559cf9114a0e0113d9dc8f0301d836a3e30650,14169
K161597,6fc64e5af47ddc666bab6ae8712097eadc80ab922fb97b3048c376da11c5560f,7265
K161608,c352202270a397a01af6170528db62f9282dd240e34a18d251ca60ad01fbf663,6211
K161610,4859f3edcb998fe459a41911d8c163bd81b443d25cfa34c8802f9f28286d6b00,6624
K161616,b5660f2fe0535a00721b68fbfbdef9e1fe2545e08d84a467cf0491e3df090e2e,36934
K161620,d15e5a815437c9307922b9dccb92d6c6488ec4454abf8a781aad2ae273b130fc,11252
K161627,3c80be803560406d3ca88db1f74a057fd3375ca88f076b6dc603e24cf41eed65,17152
K161635,e052e3e0f548a8d26733c6af127e376e2bc11246087c1774e389d3dfefcbb869,11998
K161637,ae33e1832879fe5a4487b738d683371ea2ff41da5efcddf814f10e896d8a2d95,9730
K161641,d51cf40614e7c7b02e87f764b471e9e401a48152228202b1ed09761e5d314853,13275
K161642,2f8bd153c6ad436ad235a9c66d8c503a13c6f8a50b0a2452797b7a1e248802e4,11381
K161649,5c5bf7cf0b69f1cc553462ab88a854d4c99326e8159aa0a45cd4b7e6798e7edd,10173
K161665,7a71f310462a4363889c24bb364d461043950ce9622e2fea3fdfbe262e138a23,9184
K161668,fe659fa6e9a1c6efa4f9a5e2a1205dab60821dece1660e29d65bde849b07dd5c,11111
K161694,eb489b9d055fc88b41dcdf33c54ae65f457bd352ef7c8d4690f0c84bd10ef66e,10277
K161696,507b9093bb83d3efa6671a57807ce3544c486ccf9fbab3c6d26a7369c90c530a,11917
K161703,29e7c085aeed5f7a96a097c90cf6ea7c1bafac517c9adb00f0f57afe584318dd,11569
K161705,144d19c3f54b8f15ba8bcc80186bf4ef0bc15ba743ac5a26eb8e71c494ccd28d,7147
K161710,c3ddf97ba0dedd897c7c82d4ce1d6b798896af392d17bbf13340e9dd386c1b02,15547
K161741,a79271ccb2298d2d3f5c711c88ee8131e0f0541230f07eb6d82033f48bbf17ff,12268
K161742,5b55189eef517d700922b040522524c2b4742ce048a4e08587d81b92af8d39cb,12220
K161746,8825081f2ba1a034c5e38394f4003956414ce9ab4583e99dd5225e11d8400310,9837
K161747,93e83c771ec9be660202f78e34dbea2389c5de3de53f8c97756b507ff10f2bac,12977
K161751,d0142d2d3e970092e061970e652778c4d2883251d3c4b9ac15dbf3cc71abdd72,13559
K161753,26f3ea56e65a721d114d8b1093a81faa6e0ba60fec2b4b48544c3d3709720cfb,10335
K161755,c6f068a9eb4a38e22fd230294bf92fcee2fee655acfe7e0071ce7a288ee290e4,10486
K161766,65f84eaea441f3bb12e55414b8df5a46acaba2982b91b4a7386a7a5792204b05,9154
K161778,cd20969d8053978be3376c3d625dacb396b8e25675e4b6f2ec95f54d6f989953,5870
K161782,17c5c9c0e0c657b7f1dcc708d51694efb959f583a09388662f2c99ca5d5ea762,7420
K161789,3a879a4ee58e59f06eb34bd41b3dc80be1e61a9debe396830878f5b0f3c9202b,18749
K161809,e14ae8f64cd8efd26b9db1a47ac7f423b56a312f9505ec1b421d971734e1ca5e,11456
K161830,49378bb2644e93d8994333cbbe615ac9b604dd2f4b040560371977c4a3182a9a,7692
K161840,2fd8da0fd9bcde1c97e5b648bf2164fd8e08a4af510a26c9aa078ac75103f071,9204
K161842,14f6ed707055600e128d771ae11e80b5020dca838a7072ebbaa2ff6d7af5ee7b,10976
K161859,555089a1571424307f3d7c03d3a6eef5b4a83155a1e8b18074c7cab72510383d,9191
K161861,4777da98cb492fdd7e23cceda54f3696ec063ba8e170ff98b70ef9accfd20103,13493
K161863,847cdf7e2eb6a4e9cdc173332293d3f9addef113c0b05bb05250da4dc33a8cdd,27791
K161864,dd1df5311104e2df2fd7119f7c83bd7538a90f8e6296f69b7b887159412e0a8c,11895
K161876,73ce9b781f077387e146496f23b2ee3e96e7a483e88faf92047bb5aee7908148,9278
K161888,e5c118b67ee12f526b034a7bf63031a3a414577a0875c2985e7a8fcd278171d6,9836
K161894,5fbc4407070f8ae7f3da8f8fa6ee8597288abdb9203cc62b694bba666c8f4c48,12221
K161896,749f4d26a257d931d720e344eb6966393e270c4d146cc60909434bd2dfd0e99d,8500
K161904,ff86afab45f2912e4a251cafcbd3abb9efb232e8cf898ad34901e2c5cb6e1714,6985
K161913,ce6002aea1df81e9adc81141f3bc34e022a01888b617f5b4ef37f3cc727960d5,9162
K161914,78b98f127aebe32f4a2eb98b98082a6a18c1328a7ab3a766713ee82bc1882cc6,7463
K161945,b7999a6cf8124a5603ffabd53a815a3b46b7bf0ce652bf5d207808118754802f,7189
K161993,6b8a9d4f978d186d1ffe7c77dc1ff5106f27137e3dad7700b208e309331407f0,7898
K161996,b30a73acbc3642814e32f92502b7584f8eb4f3ed3c82d9b89ca28894100b19aa,12925
K162003,db31d02890ccba529ce4dc97fe06dc0e0864451fa6080705196ea6abee5a8f71,10148
K162024,3388df83c0d25e6bf60bb2654441fd14c64a083f7ec436d88ac6d40b07901ce8,12384
K162026,8382cd40d0ad6cb9722f42bd48efa39182405b27ff7d3ce52c0ee45494d01b03,11554
K162032,549a4885cd3d90f94285c455321c4fc20175aeaa91fca698f640c09ebb074f04,9401
K162033,a24fb0c0eac889c69e7cced3b74932752fe0f01dac7e12789f1d9f19de391320,13061
K162035,b34a7cd56f7c62219bbe754948f29bfad460c2a677b2f747a5f2d2d561d57286,14680
K162061,5115a6c795c51dd3b694038a2f6d042350e29e19d21f246fbea98140374ca7a4,13516
K162066,0db72b74211aa570ac0ab39fa324ceecae665323c0e415d9d033820709840615,12756
K162068,de2ec535bd08849b10d7bdc7b9a478e42b11557f09ef9ec094ce72eb74bfa556,12785
K162078,640aedca7701e85fcffab9f3bc1dbeba2f0914b853a56ce00ad7945972ef733c,9889
K162084,c6838c92ae2a3be09320cd8df8a7c1bafbf051e06195b6728b9edb07afbcf70e,12981
K162087,9bb8035cb1e5ac9f1c5837077d37e1b39478415d630e81c09670f713e8ca4a35,16775
K162103,054ccc1e5626f49ccc7adc22cda290e0094ac18eb92490657f145c6634924788,14921
K162121,3bd6924a7dd1e17607f2f374509266d946be5ff6104d7eaf2d5809ac770540cb,10107
K162124,890da8dff50cbf5571aa11cb39baf5c367193fe57c42cdda0a8ab80876f22e8f,8853
K162125,64f05d171308a29ded2a3d9b904bed5cf8b6007fd9e016372625543bfd7ccb6f,7225
K162127,c1713a51d57557cd6133dc65f287392017148fbb2134e8fcafcf32fb39e85e1e,17716
K162133,1dfa6454494c939735dd883169138d56fcbc1f75613202b6802bd2d165dfd531,9518
K162134,60543157c6d9220ccd5fe2c06ff3a4c5351ca74274f2825f9b66136b549963bb,10471
K162136,b32479d2326b06c49d053891d08cdf5f5987c34114662d05777e842f3176f531,19235
K162138,9f5c3139a7d05764ff09d68c79cd6f0f38aab2296a845728d56daf2af35e2c84,11369
K162143,aa6a96b6c64b7d9f183c29498ad41dcc791e0f10fd896509ded2b55530a3e445,12442
K162153,39720f2c4e11a0f1cebfe45f8eaaca18fe3aaa3ce098d403528d19b10a26df20,7731
K162154,fb0ca726588eecc108cfa55cb4322a760d94b2d8b9ffbc465dbbfe20a45781e6,8446
K162160,3dac1263308a53f7d37f8e099e7ca243c80b95130a869cc1001db5371305ee22,11312
K162171,270785f446940f27bffc6f8e22a96ae67863425c86699191cab73113981f2b72,7923
K162179,ab44ef1ebdbf1bc5cf56efe535b9331400bad3cd9a7f604db397a49b9bbaf844,9700
K162189,7eff73da801c699b2d6de55e1c53ea7960d29e0b53d04d6d9f8bc279a4be7d32,10545
K162194,d1ff7ee65642fb82c50dbe4a44e87c8abb40215d1ee932bb86a8677ac6d973b5,12983
K162198,5606b3fb0209cdc4d6466192768a426e091d2e86fa3461cae41fb281772dc04d,6591
K162206,aaa8b928876230e344ba6f766ce80a9db509d0c8efbdbe037ba6a928f7af96d0,11842
K162211,2d76f9b0fd1ccf89e5be2272db4235e34cbf3d01a8b68160c47781ef4b28ade3,9785
K162212,9310e63f5e5a3e0160ebc2950655ad457399c69b46cfd5c7776a3dbd68661c00,12378
K162220,69a201ce4a809d85085643ebd6ef3ac499bb5373db33eb3ab6de2154dbaf7805,9080
K162222,d6c51749be007a3064ae7d6e62ed3b58965be73a0bacf6d0de5d39559e052030,6660
K162232,0413517fa87110879824ef41aa6638d93e493d3f1c022a81bc7a6a0c58d6bb47,9236
K162236,eb1c5e8476f0bd43130ae5f6ecd34e98be672866eae1e22d3958aa7dcecab557,11565
K162241,fdd937fc584f48dee6d50671c0e09d066572418efaf81bd2ccb8dca15f9a6627,8341
K162250,2ee1e2ff13f62897acf77ecdc9df4756c843690c0fc02442ae0e64d5c1d3c392,8940
K162256,64ee94d69452a36b516bf994385bf0e01cd1075db5ab68a616f0e30231aafef6,10638
K162262,12a0f13ceb08d83eb2e0f022022689885b65e38a476dbc35eefdfead7d8b83f3,11175
K162264,4c240c78ccadba339fce09c44b90ac29a6037ad512f67848cd6fb63327b37fff,7950
K162266,89307d9fe3e36ab2538ebd20b8964d8a40d5b6c33c36a60d984c4ab288e82e1f,9808
K162273,faab18deaf24cf76d756ac2f453f1f9ba85fc55ce7802221f823ed0da65a25ea,13322
K162283,82b02faf5711665095ab666c4a338e3f323d95959e7c1188d069cc9597fa4cbe,16659
K162300,9867150cb7bfea9b1b5886dff86348fabb1c9800b45d40a05e5274a7b075c687,10901
K162303,3059b95895a4de86e002d9d8f7a256d52016ad471f49c4d2506fed803a22caa8,11670
K162307,ed4903594ec31b7618594aa09e8e590b3f88b52a2ff485ffd5a55b1d820bf77b,10437
K162315,0d7aa912f24ffd61e46dc91222e798cd8526fe6e1886e4512f5e8225e13349c5,9001
K162321,8087f4389e714f46a87c27639c43790d9a66e3de4b677c620ceb9edcf9be3c9e,6945
K162325,642450b02d9e101cc1ae35f32da017b9ec294003a30638215760f49222fa7959,10523
K162327,d38b19cab6fc27b2a69eccf972a6a65f61b0defc0dbae5f828976629a3317dac,16312
K162351,f069bc1cc6503cd457db25aeb2e8353162aaadbca6beec49f5d5f66ba709db26,14798
K162353,6dff54eeee137f17fdb570d26d410cc43153e233984bfac33b95cb56b9c6b340,8373
K162354,112fdb1187bee2d741c3f29f4de66aa01a522bb913584bc3f94cc47b5d03ae13,7738
K162358,d0961bd990b97b35d7b46aeaaf8a3f316789c659642b0c3035c20e9b65f6ef5b,12950
K162367,4287c8d699a8106edbea6ade558274b31dc5fc5fa930ff2000bc4b058fccd2ed,9781
K162379,ac3b648e1bb91127723a4282264ea965b3a79f50f21354d9e9aa1480c7016c0a,16175
K162380,3b3110daf5fc8fe0bd86a588d459fa046a364ba3c87e4baf06d243295f23634a,11850
K162386,6cb447c39c94a8a47117df0d7c0a2a285a748238dcdda2b916bac6c982edbaf7,8757
K162391,43e2dcc4a4f0f78b4002897f48f71b92a4cf4b301d383d19dd87b7fd85ac211c,7944
K162402,889d77915ae611b2cfc9baf640ba56f29c5b2ddb0e170691fb85c603b1c6e2a8,11233
K162422,c10f0d654569b120de0b2b67029c5a311dfbc4e3c7ada805280fc8bf44806f08,7095
K162424,7dc5e6b86376ad09df644fdf2fe2e3b6749ebb91f04b7accce562b5b6dbab893,11381
K162426,7addf208e2565606c8df3d191e3ebeeb362369f5fd24da178717a6a7d09c9c8f,13540
K162429,274ee1ad5728d7bdd18d95ca62e28222c136694472631b91f6295bdc7ac8093a,12836
K162431,e148a9a457e4a65e47c6469bf325e1c994d1293d2b49a8f77a608e45c9d9a5b8,11487
K162439,c42eabc1908243f642929598f609076a7753fcda75a6bf4d4470fb29468047a8,14113
K162446,775e0afe70d07e313e2e2308073826c9a6dabf1be52fa14d7ddcd35cb99a5e73,32645
K162453,c3248a12633370f02eb6cc33bceb493deaaa1281f05bee7d263166aeca800fcd,11257
K162455,b105aed5acf364371518f56f742e17b012807de0a6068c78ad991fdaddd5f0e4,14311
K162494,2ffb8939bdadaa19e4df5b66cd445c975ed07614b7425f2385dbafc7da466df2,14637
K162496,0f4485f7f7a4979ee77a3070347e8f95fb2f6b1176f7bc4bd2b99c984489303a,11691
K162507,5232d2cf0089be8c5654082b584a8a68699ea7e439513dc2e1e757adde201bc3,9392
K162531,857d2c14a6ebaeb8e883d97b9f45fc77b43180d8d7cf7447dddbbb965da41d14,7897
K162575,0386e55923858d0d05aff18a0377d47f0dc82eb249648f52b86e1ffcbb91b583,9338
K162576,f0355b5c264c4ba7ae65b31ce2057d3777c4173e13d5c205dcf70e8e5b4c570b,10819
K162587,2eb56076896ffec3a891437c4adebbdff5d637cac2d0e53f96c522688379e34e,14341
K162618,8c62ef33a86cbed800f44285432796104282f9210123c35ef2d49e1c4c2f02ae,9067
K162635,fe48aa15be8481bd05247e50143cb546f0f0415f979eaa1a49611f411579bc0a,9003
K162638,aa8f6d12707a9481bf2b16e29a80760bbf83aa42f2e8208bf6114ccb5a6fbe5e,8107
K162639,df3df95942214a65d99ddb89a8316e0093e67a93eb67ea823a2d3b634505797f,10331
K162641,86351133c1d070637c509136865086ef847bebe4075870036566748754000be4,14189
K162664,55e8883e7614b33585f3e87a258cd56ec145abe0abdc593a11885301b026b9a7,6577
K162674,1e50f69f8eaec4732f8d2411773e8e9c560be8cc742f6d5c199ba07bb5e70bd1,15914
K162680,e9c5840e527741af53bb60708b115c2a2c404d1e4f72a8f8765d9558128969bf,11094
K162682,7c58cd2ade76939d802c10e69a5cdcde04ad0bf5705380a11befb846d8e170ad,10134
K162685,6897ca909116e813809c233b75a72edb05ad156335ea0690faea2cfa1cd57741,7941
K162693,b197547bdc7bda5e36836df8d7655deb661ff81d9f7492342d5edb51492ed444,10109
K162694,dff66a0b143c708d85336e531a029559841aa4190c6cf7e58477cfd02cb939bb,10327
K162697,777412574a843d2e0c9b21888f3a7c5ca49ef25f7e49c89d06e76e0eacecb4ab,10235
K162715,963182aedb8ac14a78a0d14183761526e9d1f5f53e17eabe236aa294fa74bd24,15217
