device_knumber,predicate_knumber,tier,knums_in_doc
K190286,K051075,PROXIMITY_ONLY,18
K190286,K052472,PROXIMITY_ONLY,18
K190286,K062250,PROXIMITY_ONLY,18
K190286,K080402,PROXIMITY_ONLY,18
K190286,K092122,PROXIMITY_ONLY,18
K190286,K092873,PROXIMITY_ONLY,18
K190286,K100858,PROXIMITY_ONLY,18
K190286,K110598,PROXIMITY_ONLY,18
K190286,K111629,PROXIMITY_ONLY,18
K190286,K113254,PROXIMITY_ONLY,18
K190286,K120174,PROXIMITY_ONLY,18
K190286,K130642,PROXIMITY_ONLY,18
K190286,K133349,PROXIMITY_ONLY,18
K190286,K142139,PROXIMITY_ONLY,18
K190286,K143256,PROXIMITY_ONLY,18
K190286,K162024,PROXIMITY_ONLY,18
K190286,K183039,PROXIMITY_ONLY,18
K190286,K183077,PROXIMITY_ONLY,18
K190385,K152631,SECTION_HEADED,12
K190385,K153609,SECTION_HEADED,12
K190385,K160553,SECTION_HEADED,12
K190385,K161426,SECTION_HEADED,12
K190385,K163293,SECTION_HEADED,12
K190385,K170518,SECTION_HEADED,12
K190385,K172300,SECTION_HEADED,12
K190385,K172975,SECTION_HEADED,12
K190385,K173491,SECTION_HEADED,12
K190385,K180377,SECTION_HEADED,12
K190385,K181113,SECTION_HEADED,12
K190385,K182402,SECTION_HEADED,12
K190391,K030310,SECTION_HEADED,17
K190391,K050110,SECTION_HEADED,17
K190391,K060514,SECTION_HEADED,17
K190391,K061753,SECTION_HEADED,17
K190391,K063049,SECTION_HEADED,17
K190391,K073186,SECTION_HEADED,17
K190391,K082807,PROXIMITY_ONLY,17
K190391,K083213,PROXIMITY_ONLY,17
K190391,K090047,PROXIMITY_ONLY,17
K190391,K102694,PROXIMITY_ONLY,17
K190391,K120689,PROXIMITY_ONLY,17
K190391,K120854,PROXIMITY_ONLY,17
K190391,K141735,PROXIMITY_ONLY,17
K190391,K150099,PROXIMITY_ONLY,17
K190391,K163293,PROXIMITY_ONLY,17
K190391,K171808,SECTION_HEADED,17
K190391,K180310,PROXIMITY_ONLY,17
K190535,K094035,SECTION_HEADED,11
K190535,K142187,PROXIMITY_ONLY,11
K190535,K151008,PROXIMITY_ONLY,11
K190535,K161840,PROXIMITY_ONLY,11
K190535,K170359,SECTION_HEADED,11
K190535,K171273,SECTION_HEADED,11
K190535,K182321,SECTION_HEADED,11
K190535,K183141,PROXIMITY_ONLY,11
K190535,K920756,PROXIMITY_ONLY,11
K190535,K931571,PROXIMITY_ONLY,11
K190535,K953653,PROXIMITY_ONLY,11
K191708,K023794,PROXIMITY_ONLY,14
K191708,K072154,PROXIMITY_ONLY,14
K191708,K082844,PROXIMITY_ONLY,14
K191708,K121297,SECTION_HEADED,14
K191708,K130365,PROXIMITY_ONLY,14
K191708,K133370,SECTION_HEADED,14
K191708,K140130,PROXIMITY_ONLY,14
K191708,K161155,SECTION_HEADED,14
K191708,K163081,SECTION_HEADED,14
K191708,K190057,PROXIMITY_ONLY,14
K191708,K953510,PROXIMITY_ONLY,14
K191708,K973119,PROXIMITY_ONLY,14
K191708,K974093,PROXIMITY_ONLY,14
K191708,K974095,PROXIMITY_ONLY,14
K191786,K013877,SECTION_HEADED,11
K191786,K030866,SECTION_HEADED,11
K191786,K031276,SECTION_HEADED,11
K191786,K052292,SECTION_HEADED,11
K191786,K080646,SECTION_HEADED,11
K191786,K121658,SECTION_HEADED,11
K191786,K133518,SECTION_HEADED,11
K191786,K150759,SECTION_HEADED,11
K191786,K926453,SECTION_HEADED,11
K191786,K945700,SECTION_HEADED,11
K191786,K971883,SECTION_HEADED,11
K191788,K073291,SECTION_HEADED,12
K191788,K082342,SECTION_HEADED,12
K191788,K082732,SECTION_HEADED,12
K191788,K094025,SECTION_HEADED,12
K191788,K110543,SECTION_HEADED,12
K191788,K121760,SECTION_HEADED,12
K191788,K122037,SECTION_HEADED,12
K191788,K133205,SECTION_HEADED,12
K191788,K133650,SECTION_HEADED,12
K191788,K150135,SECTION_HEADED,12
K191788,K171689,SECTION_HEADED,12
K191788,K172199,SECTION_HEADED,12
K191793,K000682,PROXIMITY_ONLY,19
K191793,K000684,PROXIMITY_ONLY,19
K191793,K001945,PROXIMITY_ONLY,19
K191793,K011978,PROXIMITY_ONLY,19
K191793,K030597,PROXIMITY_ONLY,19
K191793,K032269,PROXIMITY_ONLY,19
K191793,K033995,PROXIMITY_ONLY,19
K191793,K041860,PROXIMITY_ONLY,19
K191793,K051986,PROXIMITY_ONLY,19
K191793,K061621,PROXIMITY_ONLY,19
K191793,K062564,PROXIMITY_ONLY,19
K191793,K073460,PROXIMITY_ONLY,19
K191793,K082807,SECTION_HEADED,19
K191793,K092812,PROXIMITY_ONLY,19
K191793,K111540,PROXIMITY_ONLY,19
K191793,K112583,PROXIMITY_ONLY,19
K191793,K953607,PROXIMITY_ONLY,19
K191793,K953644,SECTION_HEADED,19
K191793,K961413,PROXIMITY_ONLY,19
K192003,K000089,SECTION_HEADED,12
K192003,K012190,PROXIMITY_ONLY,12
K192003,K032687,SECTION_HEADED,12
K192003,K033071,PROXIMITY_ONLY,12
K192003,K040336,PROXIMITY_ONLY,12
K192003,K040762,SECTION_HEADED,12
K192003,K051557,PROXIMITY_ONLY,12
K192003,K100238,PROXIMITY_ONLY,12
K192003,K120807,PROXIMITY_ONLY,12
K192003,K131548,SECTION_HEADED,12
K192003,K962047,SECTION_HEADED,12
K192003,K970097,SECTION_HEADED,12
K192121,K090984,SECTION_HEADED,14
K192121,K091291,SECTION_HEADED,14
K192121,K101278,SECTION_HEADED,14
K192121,K113666,SECTION_HEADED,14
K192121,K131810,SECTION_HEADED,14
K192121,K132412,SECTION_HEADED,14
K192121,K132925,SECTION_HEADED,14
K192121,K142381,SECTION_HEADED,14
K192121,K150896,SECTION_HEADED,14
K192121,K153453,SECTION_HEADED,14
K192121,K940631,SECTION_HEADED,14
K192121,K950099,SECTION_HEADED,14
K192121,K950697,SECTION_HEADED,14
K192121,K954696,SECTION_HEADED,14
K192745,K000066,SECTION_HEADED,18
K192745,K001720,SECTION_HEADED,18
K192745,K011583,SECTION_HEADED,18
K192745,K023879,PROXIMITY_ONLY,18
K192745,K032559,SECTION_HEADED,18
K192745,K040765,SECTION_HEADED,18
K192745,K041533,SECTION_HEADED,18
K192745,K050683,SECTION_HEADED,18
K192745,K052483,SECTION_HEADED,18
K192745,K061621,SECTION_HEADED,18
K192745,K081071,SECTION_HEADED,18
K192745,K100776,PROXIMITY_ONLY,18
K192745,K112583,SECTION_HEADED,18
K192745,K161616,SECTION_HEADED,18
K192745,K180541,SECTION_HEADED,18
K192745,K961413,SECTION_HEADED,18
K192745,K962823,SECTION_HEADED,18
K192745,K974537,SECTION_HEADED,18
K192984,K051567,PROXIMITY_ONLY,13
K192984,K073186,SECTION_HEADED,13
K192984,K091479,PROXIMITY_ONLY,13
K192984,K092038,PROXIMITY_ONLY,13
K192984,K101536,SECTION_HEADED,13
K192984,K103332,PROXIMITY_ONLY,13
K192984,K110176,SECTION_HEADED,13
K192984,K111540,SECTION_HEADED,13
K192984,K112111,SECTION_HEADED,13
K192984,K181425,SECTION_HEADED,13
K192984,K191848,SECTION_HEADED,13
K193429,K011623,SECTION_HEADED,14
K193429,K052718,SECTION_HEADED,14
K193429,K110290,SECTION_HEADED,14
K193429,K111848,SECTION_HEADED,14
K193429,K121308,SECTION_HEADED,14
K193429,K153345,SECTION_HEADED,14
K193429,K171768,SECTION_HEADED,14
K193429,K172634,SECTION_HEADED,14
K193429,K173499,SECTION_HEADED,14
K193429,K173849,SECTION_HEADED,14
K193429,K182468,SECTION_HEADED,14
K193429,K191414,SECTION_HEADED,14
K193633,K000684,SECTION_HEADED,13
K193633,K011335,SECTION_HEADED,13
K193633,K013248,SECTION_HEADED,13
K193633,K051567,PROXIMITY_ONLY,13
K193633,K083213,SECTION_HEADED,13
K193633,K091479,SECTION_HEADED,13
K193633,K092038,PROXIMITY_ONLY,13
K193633,K092812,SECTION_HEADED,13
K193633,K103332,SECTION_HEADED,13
K193633,K110908,PROXIMITY_ONLY,13
K193633,K112560,SECTION_HEADED,13
K193633,K191848,SECTION_HEADED,13
K193633,K192297,SECTION_HEADED,13
K193639,K000684,SECTION_HEADED,11
K193639,K051567,SECTION_HEADED,11
K193639,K052614,SECTION_HEADED,11
K193639,K061808,SECTION_HEADED,11
K193639,K091479,SECTION_HEADED,11
K193639,K092038,PROXIMITY_ONLY,11
K193639,K110908,PROXIMITY_ONLY,11
K193639,K181425,SECTION_HEADED,11
K193639,K191848,SECTION_HEADED,11
K193639,K192297,SECTION_HEADED,11
K200267,K071373,SECTION_HEADED,11
K200267,K083393,SECTION_HEADED,11
K200267,K091291,SECTION_HEADED,11
K200267,K092076,SECTION_HEADED,11
K200267,K110283,PROXIMITY_ONLY,11
K200267,K132644,SECTION_HEADED,11
K200267,K142185,PROXIMITY_ONLY,11
K200267,K143363,SECTION_HEADED,11
K200267,K160124,SECTION_HEADED,11
K200267,K161766,PROXIMITY_ONLY,11
K200267,K183117,PROXIMITY_ONLY,11
K200823,K030923,PROXIMITY_ONLY,17
K200823,K051491,SECTION_HEADED,17
K200823,K061226,PROXIMITY_ONLY,17
K200823,K091508,PROXIMITY_ONLY,17
K200823,K093846,PROXIMITY_ONLY,17
K200823,K101229,PROXIMITY_ONLY,17
K200823,K101730,PROXIMITY_ONLY,17
K200823,K103662,PROXIMITY_ONLY,17
K200823,K113296,SECTION_HEADED,17
K200823,K120370,PROXIMITY_ONLY,17
K200823,K181171,SECTION_HEADED,17
K200823,K182678,PROXIMITY_ONLY,17
K200823,K191735,SECTION_HEADED,17
K200823,K192660,SECTION_HEADED,17
K200823,K972393,PROXIMITY_ONLY,17
K200823,K983509,PROXIMITY_ONLY,17
K200823,K993259,PROXIMITY_ONLY,17
K200880,K003018,SECTION_HEADED,14
K200880,K010801,SECTION_HEADED,14
K200880,K020384,PROXIMITY_ONLY,14
K200880,K021744,SECTION_HEADED,14
K200880,K023267,SECTION_HEADED,14
K200880,K032898,SECTION_HEADED,14
K200880,K051590,PROXIMITY_ONLY,14
K200880,K081152,SECTION_HEADED,14
K200880,K101438,SECTION_HEADED,14
K200880,K102992,SECTION_HEADED,14
K200880,K131365,SECTION_HEADED,14
K200880,K172774,SECTION_HEADED,14
K200880,K180436,PROXIMITY_ONLY,14
K200880,K923580,SECTION_HEADED,14
K201047,K073567,SECTION_HEADED,12
K201047,K093363,PROXIMITY_ONLY,12
K201047,K102172,PROXIMITY_ONLY,12
K201047,K121297,SECTION_HEADED,12
K201047,K133370,SECTION_HEADED,12
K201047,K143184,SECTION_HEADED,12
K201047,K153131,PROXIMITY_ONLY,12
K201047,K161155,PROXIMITY_ONLY,12
K201047,K163625,SECTION_HEADED,12
K201047,K190704,SECTION_HEADED,12
K201047,K192883,PROXIMITY_ONLY,12
K201047,K201278,SECTION_HEADED,12
K201193,K142488,SECTION_HEADED,11
K201193,K171046,PROXIMITY_ONLY,11
K201193,K173260,SECTION_HEADED,11
K201193,K173606,SECTION_HEADED,11
K201193,K183083,PROXIMITY_ONLY,11
K201193,K192132,PROXIMITY_ONLY,11
K201193,K193636,PROXIMITY_ONLY,11
K201193,K200879,PROXIMITY_ONLY,11
K201193,K201267,PROXIMITY_ONLY,11
K201193,K201605,PROXIMITY_ONLY,11
K201193,K201646,SECTION_HEADED,11
K201229,K013248,PROXIMITY_ONLY,15
K201229,K030597,PROXIMITY_ONLY,15
K201229,K033805,PROXIMITY_ONLY,15
K201229,K040022,SECTION_HEADED,15
K201229,K041860,SECTION_HEADED,15
K201229,K042377,PROXIMITY_ONLY,15
K201229,K043185,PROXIMITY_ONLY,15
K201229,K060710,PROXIMITY_ONLY,15
K201229,K061753,SECTION_HEADED,15
K201229,K062564,PROXIMITY_ONLY,15
K201229,K073186,SECTION_HEADED,15
K201229,K073460,PROXIMITY_ONLY,15
K201229,K082078,SECTION_HEADED,15
K201229,K092609,SECTION_HEADED,15
K201229,K093928,PROXIMITY_ONLY,15
K201253,K023134,SECTION_HEADED,14
K201253,K023921,SECTION_HEADED,14
K201253,K042312,SECTION_HEADED,14
K201253,K042436,SECTION_HEADED,14
K201253,K072212,SECTION_HEADED,14
K201253,K090926,SECTION_HEADED,14
K201253,K093047,SECTION_HEADED,14
K201253,K120871,SECTION_HEADED,14
K201253,K130479,SECTION_HEADED,14
K201253,K920024,SECTION_HEADED,14
K201253,K953397,SECTION_HEADED,14
K201253,K970713,SECTION_HEADED,14
K201253,K970751,SECTION_HEADED,14
K201253,K994143,SECTION_HEADED,14
K201585,K073109,SECTION_HEADED,14
K201585,K120869,SECTION_HEADED,14
K201585,K143163,SECTION_HEADED,14
K201585,K150673,PROXIMITY_ONLY,14
K201585,K151481,SECTION_HEADED,14
K201585,K152304,SECTION_HEADED,14
K201585,K160955,SECTION_HEADED,14
K201585,K170157,PROXIMITY_ONLY,14
K201585,K171496,PROXIMITY_ONLY,14
K201585,K173476,SECTION_HEADED,14
K201585,K181014,SECTION_HEADED,14
K201585,K183249,PROXIMITY_ONLY,14
K201585,K200002,PROXIMITY_ONLY,14
K201585,K200613,PROXIMITY_ONLY,14
K201673,K072857,PROXIMITY_ONLY,22
K201673,K073337,PROXIMITY_ONLY,22
K201673,K080885,PROXIMITY_ONLY,22
K201673,K082792,PROXIMITY_ONLY,22
K201673,K083116,PROXIMITY_ONLY,22
K201673,K091967,PROXIMITY_ONLY,22
K201673,K092265,PROXIMITY_ONLY,22
K201673,K093944,PROXIMITY_ONLY,22
K201673,K103352,PROXIMITY_ONLY,22
K201673,K103721,PROXIMITY_ONLY,22
K201673,K111145,PROXIMITY_ONLY,22
K201673,K112115,PROXIMITY_ONLY,22
K201673,K121011,PROXIMITY_ONLY,22
K201673,K131518,PROXIMITY_ONLY,22
K201673,K132879,PROXIMITY_ONLY,22
K201673,K143453,PROXIMITY_ONLY,22
K201673,K161635,PROXIMITY_ONLY,22
K201673,K170845,PROXIMITY_ONLY,22
K201673,K171966,PROXIMITY_ONLY,22
K201673,K173794,PROXIMITY_ONLY,22
K201673,K181693,SECTION_HEADED,22
K201728,K042695,PROXIMITY_ONLY,12
K201728,K061211,PROXIMITY_ONLY,12
K201728,K081759,PROXIMITY_ONLY,12
K201728,K082527,SECTION_HEADED,12
K201728,K100111,PROXIMITY_ONLY,12
K201728,K110354,SECTION_HEADED,12
K201728,K120772,SECTION_HEADED,12
K201728,K151716,PROXIMITY_ONLY,12
K201728,K151907,SECTION_HEADED,12
K201728,K161616,PROXIMITY_ONLY,12
K201728,K162124,PROXIMITY_ONLY,12
K201728,K182718,PROXIMITY_ONLY,12
K201820,K153419,SECTION_HEADED,12
K201820,K161230,SECTION_HEADED,12
K201820,K163506,PROXIMITY_ONLY,12
K201820,K170592,SECTION_HEADED,12
K201820,K170962,SECTION_HEADED,12
K201820,K172341,PROXIMITY_ONLY,12
K201820,K173153,PROXIMITY_ONLY,12
K201820,K181386,SECTION_HEADED,12
K201820,K181860,PROXIMITY_ONLY,12
K201820,K192760,PROXIMITY_ONLY,12
K201820,K193541,PROXIMITY_ONLY,12
K201820,K193593,PROXIMITY_ONLY,12
K201905,K041066,SECTION_HEADED,18
K201905,K051075,SECTION_HEADED,18
K201905,K092873,SECTION_HEADED,18
K201905,K100858,PROXIMITY_ONLY,18
K201905,K101263,PROXIMITY_ONLY,18
K201905,K110598,PROXIMITY_ONLY,18
K201905,K111212,PROXIMITY_ONLY,18
K201905,K112069,SECTION_HEADED,18
K201905,K113254,SECTION_HEADED,18
K201905,K113523,PROXIMITY_ONLY,18
K201905,K131112,PROXIMITY_ONLY,18
K201905,K133349,SECTION_HEADED,18
K201905,K141006,SECTION_HEADED,18
K201905,K142139,PROXIMITY_ONLY,18
K201905,K163397,SECTION_HEADED,18
K201905,K172456,SECTION_HEADED,18
K201905,K191746,SECTION_HEADED,18
K201905,K191963,PROXIMITY_ONLY,18
K202730,K072857,PROXIMITY_ONLY,19
K202730,K073337,PROXIMITY_ONLY,19
K202730,K080885,PROXIMITY_ONLY,19
K202730,K083116,PROXIMITY_ONLY,19
K202730,K083558,PROXIMITY_ONLY,19
K202730,K091967,PROXIMITY_ONLY,19
K202730,K092265,PROXIMITY_ONLY,19
K202730,K103352,PROXIMITY_ONLY,19
K202730,K103721,PROXIMITY_ONLY,19
K202730,K111145,PROXIMITY_ONLY,19
K202730,K112115,PROXIMITY_ONLY,19
K202730,K121011,SECTION_HEADED,19
K202730,K131518,PROXIMITY_ONLY,19
K202730,K132879,PROXIMITY_ONLY,19
K202730,K143453,PROXIMITY_ONLY,19
K202730,K171966,PROXIMITY_ONLY,19
K202730,K173794,SECTION_HEADED,19
K202730,K181254,SECTION_HEADED,19
K202730,K192827,SECTION_HEADED,19
K203041,K072857,PROXIMITY_ONLY,23
K203041,K073337,PROXIMITY_ONLY,23
K203041,K080885,PROXIMITY_ONLY,23
K203041,K082792,PROXIMITY_ONLY,23
K203041,K083116,PROXIMITY_ONLY,23
K203041,K091967,PROXIMITY_ONLY,23
K203041,K092265,PROXIMITY_ONLY,23
K203041,K093944,PROXIMITY_ONLY,23
K203041,K103352,PROXIMITY_ONLY,23
K203041,K103721,PROXIMITY_ONLY,23
K203041,K111145,PROXIMITY_ONLY,23
K203041,K112115,PROXIMITY_ONLY,23
K203041,K121011,PROXIMITY_ONLY,23
K203041,K131518,PROXIMITY_ONLY,23
K203041,K132879,PROXIMITY_ONLY,23
K203041,K143453,PROXIMITY_ONLY,23
K203041,K161635,PROXIMITY_ONLY,23
K203041,K170845,PROXIMITY_ONLY,23
K203041,K171966,PROXIMITY_ONLY,23
K203041,K173794,PROXIMITY_ONLY,23
K203041,K181693,SECTION_HEADED,23
K203041,K192827,SECTION_HEADED,23
K203041,K201673,SECTION_HEADED,23
K203149,K023675,SECTION_HEADED,11
K203149,K042508,SECTION_HEADED,11
K203149,K070573,PROXIMITY_ONLY,11
K203149,K141988,SECTION_HEADED,11
K203149,K142838,PROXIMITY_ONLY,11
K203149,K162061,SECTION_HEADED,11
K203149,K171369,SECTION_HEADED,11
K203149,K182837,SECTION_HEADED,11
K203149,K190631,SECTION_HEADED,11
K203149,K200130,SECTION_HEADED,11
K203149,K991089,SECTION_HEADED,11
K203201,K141665,PROXIMITY_ONLY,14
K203201,K153419,SECTION_HEADED,14
K203201,K161230,SECTION_HEADED,14
K203201,K170592,PROXIMITY_ONLY,14
K203201,K170962,SECTION_HEADED,14
K203201,K172341,PROXIMITY_ONLY,14
K203201,K173153,PROXIMITY_ONLY,14
K203201,K181386,SECTION_HEADED,14
K203201,K181860,PROXIMITY_ONLY,14
K203201,K192760,PROXIMITY_ONLY,14
K203201,K193541,PROXIMITY_ONLY,14
K203201,K193593,PROXIMITY_ONLY,14
K203201,K200953,PROXIMITY_ONLY,14
K203201,K201820,SECTION_HEADED,14
K203230,K000575,SECTION_HEADED,19
K203230,K011047,SECTION_HEADED,19
K203230,K011099,SECTION_HEADED,19
K203230,K021478,SECTION_HEADED,19
K203230,K033516,SECTION_HEADED,19
K203230,K050315,SECTION_HEADED,19
K203230,K052472,SECTION_HEADED,19
K203230,K060874,SECTION_HEADED,19
K203230,K062116,SECTION_HEADED,19
K203230,K063652,SECTION_HEADED,19
K203230,K080990,SECTION_HEADED,19
K203230,K082715,SECTION_HEADED,19
K203230,K092122,SECTION_HEADED,19
K203230,K122442,SECTION_HEADED,19
K203230,K905786,SECTION_HEADED,19
K203230,K914000,SECTION_HEADED,19
K203230,K981487,SECTION_HEADED,19
K203230,K984541,SECTION_HEADED,19
K203230,K992065,SECTION_HEADED,19
K203278,K082252,SECTION_HEADED,15
K203278,K103382,SECTION_HEADED,15
K203278,K120101,SECTION_HEADED,15
K203278,K132559,SECTION_HEADED,15
K203278,K142498,SECTION_HEADED,15
K203278,K153495,PROXIMITY_ONLY,15
K203278,K160597,SECTION_HEADED,15
K203278,K161223,SECTION_HEADED,15
K203278,K161379,PROXIMITY_ONLY,15
K203278,K170157,SECTION_HEADED,15
K203278,K171848,SECTION_HEADED,15
K203278,K181386,PROXIMITY_ONLY,15
K203278,K191391,SECTION_HEADED,15
K203278,K201087,SECTION_HEADED,15
K203278,K201820,PROXIMITY_ONLY,15
K210263,K072857,SECTION_HEADED,13
K210263,K073337,SECTION_HEADED,13
K210263,K080885,SECTION_HEADED,13
K210263,K083312,SECTION_HEADED,13
K210263,K103721,SECTION_HEADED,13
K210263,K111046,SECTION_HEADED,13
K210263,K111145,SECTION_HEADED,13
K210263,K112115,SECTION_HEADED,13
K210263,K131518,PROXIMITY_ONLY,13
K210263,K170845,SECTION_HEADED,13
K210263,K181693,SECTION_HEADED,13
K210263,K181963,SECTION_HEADED,13
K210263,K201673,SECTION_HEADED,13
K210425,K094025,SECTION_HEADED,13
K210425,K100175,SECTION_HEADED,13
K210425,K132897,SECTION_HEADED,13
K210425,K133216,SECTION_HEADED,13
K210425,K133577,SECTION_HEADED,13
K210425,K142559,SECTION_HEADED,13
K210425,K171031,SECTION_HEADED,13
K210425,K171689,SECTION_HEADED,13
K210425,K190959,SECTION_HEADED,13
K210425,K201267,PROXIMITY_ONLY,13
K210497,K142488,SECTION_HEADED,11
K210497,K171046,PROXIMITY_ONLY,11
K210497,K173260,SECTION_HEADED,11
K210497,K173606,SECTION_HEADED,11
K210497,K181079,PROXIMITY_ONLY,11
K210497,K183083,PROXIMITY_ONLY,11
K210497,K190655,PROXIMITY_ONLY,11
K210497,K192132,PROXIMITY_ONLY,11
K210497,K193636,PROXIMITY_ONLY,11
K210497,K200879,PROXIMITY_ONLY,11
K210497,K201193,PROXIMITY_ONLY,11
K210637,K042025,SECTION_HEADED,11
K210637,K061591,SECTION_HEADED,11
K210637,K113174,SECTION_HEADED,11
K210637,K170679,SECTION_HEADED,11
K210637,K201362,SECTION_HEADED,11
K210637,K201407,SECTION_HEADED,11
K210637,K203678,SECTION_HEADED,11
K211002,K102298,SECTION_HEADED,12
K211002,K182898,SECTION_HEADED,12
K211002,K183690,SECTION_HEADED,12
K211002,K191227,SECTION_HEADED,12
K211002,K191483,SECTION_HEADED,12
K211002,K201083,SECTION_HEADED,12
K211004,K090988,PROXIMITY_ONLY,11
K211004,K120790,PROXIMITY_ONLY,11
K211004,K121416,SECTION_HEADED,11
K211004,K122232,PROXIMITY_ONLY,11
K211004,K140826,SECTION_HEADED,11
K211004,K142069,PROXIMITY_ONLY,11
K211004,K162035,SECTION_HEADED,11
K211004,K173890,SECTION_HEADED,11
K211004,K181635,PROXIMITY_ONLY,11
K211004,K202022,SECTION_HEADED,11
K211004,K202684,PROXIMITY_ONLY,11
K211891,K083116,SECTION_HEADED,12
K211891,K092265,SECTION_HEADED,12
K211891,K103352,PROXIMITY_ONLY,12
K211891,K103721,PROXIMITY_ONLY,12
K211891,K122641,PROXIMITY_ONLY,12
K211891,K131458,SECTION_HEADED,12
K211891,K132879,PROXIMITY_ONLY,12
K211891,K143453,SECTION_HEADED,12
K211891,K171966,PROXIMITY_ONLY,12
K211891,K191765,SECTION_HEADED,12
K211891,K193122,SECTION_HEADED,12
K212381,K050358,SECTION_HEADED,20
K212381,K061665,SECTION_HEADED,20
K212381,K063453,SECTION_HEADED,20
K212381,K070758,SECTION_HEADED,20
K212381,K071257,SECTION_HEADED,20
K212381,K101679,SECTION_HEADED,20
K212381,K111000,SECTION_HEADED,20
K212381,K120942,SECTION_HEADED,20
K212381,K121018,SECTION_HEADED,20
K212381,K130274,SECTION_HEADED,20
K212381,K130917,SECTION_HEADED,20
K212381,K173788,SECTION_HEADED,20
K212381,K190728,SECTION_HEADED,20
K212381,K193295,SECTION_HEADED,20
K212381,K200523,SECTION_HEADED,20
K212381,K201083,SECTION_HEADED,20
K212381,K201786,SECTION_HEADED,20
K212381,K203495,SECTION_HEADED,20
K212524,K073291,SECTION_HEADED,12
K212524,K091813,SECTION_HEADED,12
K212524,K132897,SECTION_HEADED,12
K212524,K133577,SECTION_HEADED,12
K212524,K151128,SECTION_HEADED,12
K212524,K152277,SECTION_HEADED,12
K212524,K190959,SECTION_HEADED,12
K212524,K201267,SECTION_HEADED,12
K212524,K210425,SECTION_HEADED,12
K212524,K211258,SECTION_HEADED,12
K212737,K052906,PROXIMITY_ONLY,16
K212737,K060692,SECTION_HEADED,16
K212737,K062250,PROXIMITY_ONLY,16
K212737,K071379,PROXIMITY_ONLY,16
K212737,K081620,PROXIMITY_ONLY,16
K212737,K120174,PROXIMITY_ONLY,16
K212737,K122698,PROXIMITY_ONLY,16
K212737,K130048,SECTION_HEADED,16
K212737,K130050,PROXIMITY_ONLY,16
K212737,K161742,PROXIMITY_ONLY,16
K212737,K172351,PROXIMITY_ONLY,16
K212737,K181611,SECTION_HEADED,16
K212737,K183077,PROXIMITY_ONLY,16
K212737,K193373,SECTION_HEADED,16
K212737,K202716,SECTION_HEADED,16
K212737,K203108,PROXIMITY_ONLY,16
K212761,K033273,PROXIMITY_ONLY,15
K212761,K062148,PROXIMITY_ONLY,15
K212761,K100761,PROXIMITY_ONLY,15
K212761,K151264,PROXIMITY_ONLY,15
K212761,K182468,PROXIMITY_ONLY,15
K212761,K193122,PROXIMITY_ONLY,15
K212761,K201219,PROXIMITY_ONLY,15
K212761,K842202,PROXIMITY_ONLY,15
K212761,K882146,PROXIMITY_ONLY,15
K212761,K884888,PROXIMITY_ONLY,15
K212761,K895886,PROXIMITY_ONLY,15
K212761,K912641,PROXIMITY_ONLY,15
K212761,K922500,PROXIMITY_ONLY,15
K212761,K925682,PROXIMITY_ONLY,15
K212761,K954768,PROXIMITY_ONLY,15
K212800,K081016,SECTION_HEADED,11
K212800,K110598,PROXIMITY_ONLY,11
K212800,K122698,SECTION_HEADED,11
K212800,K133349,SECTION_HEADED,11
K212800,K142139,PROXIMITY_ONLY,11
K212800,K162024,SECTION_HEADED,11
K212800,K163397,PROXIMITY_ONLY,11
K212800,K172351,SECTION_HEADED,11
K212800,K173073,SECTION_HEADED,11
K212800,K190290,SECTION_HEADED,11
K212800,K201315,SECTION_HEADED,11
K212815,K002149,SECTION_HEADED,12
K212815,K021673,SECTION_HEADED,12
K212815,K110135,SECTION_HEADED,12
K212815,K130728,SECTION_HEADED,12
K212815,K143739,SECTION_HEADED,12
K212815,K151902,SECTION_HEADED,12
K212815,K162303,SECTION_HEADED,12
K212815,K894334,SECTION_HEADED,12
K212815,K963509,SECTION_HEADED,12
K212815,K983035,SECTION_HEADED,12
K213059,K011978,PROXIMITY_ONLY,14
K213059,K013248,SECTION_HEADED,14
K213059,K020602,SECTION_HEADED,14
K213059,K030597,PROXIMITY_ONLY,14
K213059,K050646,PROXIMITY_ONLY,14
K213059,K052390,PROXIMITY_ONLY,14
K213059,K061098,PROXIMITY_ONLY,14
K213059,K073460,SECTION_HEADED,14
K213059,K082624,PROXIMITY_ONLY,14
K213059,K111039,PROXIMITY_ONLY,14
K213059,K120360,PROXIMITY_ONLY,14
K213059,K120689,PROXIMITY_ONLY,14
K213059,K120854,PROXIMITY_ONLY,14
K213059,K141680,SECTION_HEADED,14
K213071,K090988,PROXIMITY_ONLY,12
K213071,K120790,PROXIMITY_ONLY,12
K213071,K121416,PROXIMITY_ONLY,12
K213071,K122232,PROXIMITY_ONLY,12
K213071,K140826,PROXIMITY_ONLY,12
K213071,K142069,PROXIMITY_ONLY,12
K213071,K162084,PROXIMITY_ONLY,12
K213071,K183029,SECTION_HEADED,12
K213071,K200122,SECTION_HEADED,12
K213071,K202022,SECTION_HEADED,12
K213071,K202684,SECTION_HEADED,12
K213071,K211004,PROXIMITY_ONLY,12
K213214,K042355,SECTION_HEADED,12
K213214,K051567,SECTION_HEADED,12
K213214,K060041,SECTION_HEADED,12
K213214,K131764,PROXIMITY_ONLY,12
