device_knumber,predicate_knumber,tier,knums_in_doc
K170893,K142139,PROXIMITY_ONLY,19
K170893,K143256,PROXIMITY_ONLY,19
K170893,K153602,PROXIMITY_ONLY,19
K170893,K162024,PROXIMITY_ONLY,19
K171054,K010212,SECTION_HEADED,19
K171054,K033489,PROXIMITY_ONLY,19
K171054,K040770,PROXIMITY_ONLY,19
K171054,K042757,PROXIMITY_ONLY,19
K171054,K060525,PROXIMITY_ONLY,19
K171054,K080204,PROXIMITY_ONLY,19
K171054,K080361,PROXIMITY_ONLY,19
K171054,K083782,PROXIMITY_ONLY,19
K171054,K102125,PROXIMITY_ONLY,19
K171054,K110362,PROXIMITY_ONLY,19
K171054,K113550,PROXIMITY_ONLY,19
K171054,K121149,PROXIMITY_ONLY,19
K171054,K140902,PROXIMITY_ONLY,19
K171054,K142933,SECTION_HEADED,19
K171054,K912245,SECTION_HEADED,19
K171054,K915132,SECTION_HEADED,19
K171054,K921182,SECTION_HEADED,19
K171054,K960856,SECTION_HEADED,19
K171054,K993159,SECTION_HEADED,19
K171156,K000788,PROXIMITY_ONLY,17
K171156,K012918,SECTION_HEADED,17
K171156,K031110,PROXIMITY_ONLY,17
K171156,K043123,SECTION_HEADED,17
K171156,K062489,PROXIMITY_ONLY,17
K171156,K073150,PROXIMITY_ONLY,17
K171156,K082468,SECTION_HEADED,17
K171156,K082705,PROXIMITY_ONLY,17
K171156,K092443,PROXIMITY_ONLY,17
K171156,K100151,SECTION_HEADED,17
K171156,K101451,SECTION_HEADED,17
K171156,K101575,SECTION_HEADED,17
K171156,K101976,PROXIMITY_ONLY,17
K171156,K112779,PROXIMITY_ONLY,17
K171156,K133381,PROXIMITY_ONLY,17
K171156,K142201,PROXIMITY_ONLY,17
K171156,K152919,PROXIMITY_ONLY,17
K171181,K002149,SECTION_HEADED,18
K171181,K052026,SECTION_HEADED,18
K171181,K061547,SECTION_HEADED,18
K171181,K072656,PROXIMITY_ONLY,18
K171181,K094035,SECTION_HEADED,18
K171181,K130376,PROXIMITY_ONLY,18
K171181,K140043,PROXIMITY_ONLY,18
K171181,K142119,PROXIMITY_ONLY,18
K171181,K170444,SECTION_HEADED,18
K171181,K893685,PROXIMITY_ONLY,18
K171181,K920593,PROXIMITY_ONLY,18
K171181,K925512,PROXIMITY_ONLY,18
K171181,K932222,PROXIMITY_ONLY,18
K171250,K032394,PROXIMITY_ONLY,21
K171250,K052201,SECTION_HEADED,21
K171250,K070573,SECTION_HEADED,21
K171250,K073654,SECTION_HEADED,21
K171250,K091689,SECTION_HEADED,21
K171250,K093319,SECTION_HEADED,21
K171250,K110353,PROXIMITY_ONLY,21
K171250,K111076,SECTION_HEADED,21
K171250,K111719,PROXIMITY_ONLY,21
K171250,K123906,SECTION_HEADED,21
K171250,K131833,PROXIMITY_ONLY,21
K171250,K132332,PROXIMITY_ONLY,21
K171250,K141897,SECTION_HEADED,21
K171250,K142741,PROXIMITY_ONLY,21
K171250,K143278,PROXIMITY_ONLY,21
K171250,K143471,SECTION_HEADED,21
K171250,K150474,SECTION_HEADED,21
K171250,K150650,SECTION_HEADED,21
K171250,K152338,SECTION_HEADED,21
K171250,K153336,SECTION_HEADED,21
K171250,K153631,SECTION_HEADED,21
K171320,K000682,PROXIMITY_ONLY,19
K171320,K020401,PROXIMITY_ONLY,19
K171320,K021932,PROXIMITY_ONLY,19
K171320,K031573,PROXIMITY_ONLY,19
K171320,K061753,SECTION_HEADED,19
K171320,K070946,PROXIMITY_ONLY,19
K171320,K071264,PROXIMITY_ONLY,19
K171320,K082625,SECTION_HEADED,19
K171320,K083654,SECTION_HEADED,19
K171320,K092609,PROXIMITY_ONLY,19
K171320,K102694,SECTION_HEADED,19
K171320,K110125,SECTION_HEADED,19
K171320,K112583,PROXIMITY_ONLY,19
K171320,K120717,SECTION_HEADED,19
K171320,K120854,SECTION_HEADED,19
K171320,K121601,SECTION_HEADED,19
K171320,K121672,SECTION_HEADED,19
K171320,K143331,SECTION_HEADED,19
K171320,K953644,SECTION_HEADED,19
K171369,K023675,SECTION_HEADED,13
K171369,K030197,PROXIMITY_ONLY,13
K171369,K070573,SECTION_HEADED,13
K171369,K110197,PROXIMITY_ONLY,13
K171369,K121725,PROXIMITY_ONLY,13
K171369,K123906,PROXIMITY_ONLY,13
K171369,K132878,PROXIMITY_ONLY,13
K171369,K141988,PROXIMITY_ONLY,13
K171369,K142838,SECTION_HEADED,13
K171369,K153664,PROXIMITY_ONLY,13
K171369,K162061,PROXIMITY_ONLY,13
K171369,K171170,PROXIMITY_ONLY,13
K171369,K991089,SECTION_HEADED,13
K171389,K063128,PROXIMITY_ONLY,21
K171389,K063731,PROXIMITY_ONLY,21
K171389,K093552,PROXIMITY_ONLY,21
K171389,K102380,PROXIMITY_ONLY,21
K171389,K142550,PROXIMITY_ONLY,21
K171389,K152298,PROXIMITY_ONLY,21
K171389,K162026,PROXIMITY_ONLY,21
K171389,K862837,PROXIMITY_ONLY,21
K171389,K863668,PROXIMITY_ONLY,21
K171389,K871769,PROXIMITY_ONLY,21
K171389,K882322,PROXIMITY_ONLY,21
K171389,K892800,PROXIMITY_ONLY,21
K171389,K895639,PROXIMITY_ONLY,21
K171389,K896542,PROXIMITY_ONLY,21
K171389,K901992,PROXIMITY_ONLY,21
K171389,K932677,PROXIMITY_ONLY,21
K171389,K953439,PROXIMITY_ONLY,21
K171389,K972626,PROXIMITY_ONLY,21
K171389,K972770,PROXIMITY_ONLY,21
K171389,K973524,PROXIMITY_ONLY,21
K171389,K990030,PROXIMITY_ONLY,21
K171444,K042508,SECTION_HEADED,13
K171444,K052402,SECTION_HEADED,13
K171444,K083071,SECTION_HEADED,13
K171444,K101084,SECTION_HEADED,13
K171444,K110353,SECTION_HEADED,13
K171444,K133556,SECTION_HEADED,13
K171444,K141147,SECTION_HEADED,13
K171444,K142838,SECTION_HEADED,13
K171444,K151224,SECTION_HEADED,13
K171444,K153370,SECTION_HEADED,13
K171444,K161369,SECTION_HEADED,13
K171444,K982322,SECTION_HEADED,13
K171444,K984377,SECTION_HEADED,13
K171689,K073291,SECTION_HEADED,11
K171689,K094025,SECTION_HEADED,11
K171689,K121332,SECTION_HEADED,11
K171689,K121333,SECTION_HEADED,11
K171689,K122037,SECTION_HEADED,11
K171689,K123027,SECTION_HEADED,11
K171689,K123045,SECTION_HEADED,11
K171689,K133205,SECTION_HEADED,11
K171689,K151128,SECTION_HEADED,11
K171689,K160547,SECTION_HEADED,11
K171689,K162358,SECTION_HEADED,11
K171841,K020345,SECTION_HEADED,14
K171841,K071032,SECTION_HEADED,14
K171841,K083435,SECTION_HEADED,14
K171841,K103466,SECTION_HEADED,14
K171841,K120044,SECTION_HEADED,14
K171841,K130129,SECTION_HEADED,14
K171841,K130675,SECTION_HEADED,14
K171841,K131633,PROXIMITY_ONLY,14
K171841,K142863,PROXIMITY_ONLY,14
K171841,K151527,PROXIMITY_ONLY,14
K171841,K153115,PROXIMITY_ONLY,14
K171841,K161108,PROXIMITY_ONLY,14
K171841,K161782,PROXIMITY_ONLY,14
K171848,K060665,SECTION_HEADED,21
K171848,K072465,SECTION_HEADED,21
K171848,K072991,SECTION_HEADED,21
K171848,K103382,PROXIMITY_ONLY,21
K171848,K112756,SECTION_HEADED,21
K171848,K113447,PROXIMITY_ONLY,21
K171848,K121107,SECTION_HEADED,21
K171848,K122097,SECTION_HEADED,21
K171848,K123231,PROXIMITY_ONLY,21
K171848,K123913,PROXIMITY_ONLY,21
K171848,K130478,SECTION_HEADED,21
K171848,K132559,PROXIMITY_ONLY,21
K171848,K140411,SECTION_HEADED,21
K171848,K142498,PROXIMITY_ONLY,21
K171848,K143578,PROXIMITY_ONLY,21
K171848,K151665,SECTION_HEADED,21
K171848,K151939,SECTION_HEADED,21
K171848,K160597,PROXIMITY_ONLY,21
K171848,K161223,SECTION_HEADED,21
K171848,K161379,PROXIMITY_ONLY,21
K171848,K170157,PROXIMITY_ONLY,21
K172054,K051075,PROXIMITY_ONLY,23
K172054,K052472,PROXIMITY_ONLY,23
K172054,K062250,PROXIMITY_ONLY,23
K172054,K080402,PROXIMITY_ONLY,23
K172054,K092122,PROXIMITY_ONLY,23
K172054,K092873,PROXIMITY_ONLY,23
K172054,K100858,PROXIMITY_ONLY,23
K172054,K110598,PROXIMITY_ONLY,23
K172054,K111629,PROXIMITY_ONLY,23
K172054,K112069,PROXIMITY_ONLY,23
K172054,K113254,PROXIMITY_ONLY,23
K172054,K120174,PROXIMITY_ONLY,23
K172054,K123982,PROXIMITY_ONLY,23
K172054,K130642,PROXIMITY_ONLY,23
K172054,K130895,PROXIMITY_ONLY,23
K172054,K131559,SECTION_HEADED,23
K172054,K133349,PROXIMITY_ONLY,23
K172054,K142139,PROXIMITY_ONLY,23
K172054,K143256,PROXIMITY_ONLY,23
K172054,K153602,SECTION_HEADED,23
K172054,K162024,PROXIMITY_ONLY,23
K172054,K162800,SECTION_HEADED,23
K172054,K170893,SECTION_HEADED,23
K172101,K081165,PROXIMITY_ONLY,12
K172101,K093170,PROXIMITY_ONLY,12
K172101,K093936,PROXIMITY_ONLY,12
K172101,K101678,PROXIMITY_ONLY,12
K172101,K111127,PROXIMITY_ONLY,12
K172101,K112108,PROXIMITY_ONLY,12
K172101,K130267,PROXIMITY_ONLY,12
K172101,K133188,SECTION_HEADED,12
K172101,K140948,PROXIMITY_ONLY,12
K172101,K142381,SECTION_HEADED,12
K172101,K143248,SECTION_HEADED,12
K172101,K151695,PROXIMITY_ONLY,12
K172235,K042344,SECTION_HEADED,13
K172235,K060437,SECTION_HEADED,13
K172235,K060918,SECTION_HEADED,13
K172235,K061344,SECTION_HEADED,13
K172235,K061699,SECTION_HEADED,13
K172235,K062684,SECTION_HEADED,13
K172235,K081973,SECTION_HEADED,13
K172235,K082991,SECTION_HEADED,13
K172235,K090299,SECTION_HEADED,13
K172235,K092143,SECTION_HEADED,13
K172235,K140915,SECTION_HEADED,13
K172235,K150062,SECTION_HEADED,13
K172326,K031729,PROXIMITY_ONLY,22
K172326,K040267,PROXIMITY_ONLY,22
K172326,K042883,PROXIMITY_ONLY,22
K172326,K042993,PROXIMITY_ONLY,22
K172326,K050539,PROXIMITY_ONLY,22
K172326,K051146,PROXIMITY_ONLY,22
K172326,K051380,PROXIMITY_ONLY,22
K172326,K053514,PROXIMITY_ONLY,22
K172326,K061521,PROXIMITY_ONLY,22
K172326,K062037,PROXIMITY_ONLY,22
K172326,K063423,PROXIMITY_ONLY,22
K172326,K070095,PROXIMITY_ONLY,22
K172326,K071881,PROXIMITY_ONLY,22
K172326,K072221,PROXIMITY_ONLY,22
K172326,K072575,PROXIMITY_ONLY,22
K172326,K090763,PROXIMITY_ONLY,22
K172326,K123166,PROXIMITY_ONLY,22
K172326,K123486,PROXIMITY_ONLY,22
K172326,K132624,PROXIMITY_ONLY,22
K172326,K141056,PROXIMITY_ONLY,22
K172326,K143393,PROXIMITY_ONLY,22
K172326,K150307,PROXIMITY_ONLY,22
K172456,K080642,SECTION_HEADED,12
K172456,K091508,SECTION_HEADED,12
K172456,K110598,PROXIMITY_ONLY,12
K172456,K112898,PROXIMITY_ONLY,12
K172456,K113121,SECTION_HEADED,12
K172456,K113254,PROXIMITY_ONLY,12
K172456,K133349,PROXIMITY_ONLY,12
K172456,K141395,PROXIMITY_ONLY,12
K172456,K161120,PROXIMITY_ONLY,12
K172456,K161742,SECTION_HEADED,12
K172456,K161863,SECTION_HEADED,12
K172456,K163397,PROXIMITY_ONLY,12
K173166,K012655,SECTION_HEADED,11
K173166,K061753,SECTION_HEADED,11
K173166,K071563,PROXIMITY_ONLY,11
K173166,K083286,PROXIMITY_ONLY,11
K173166,K092015,PROXIMITY_ONLY,11
K173166,K101536,SECTION_HEADED,11
K173166,K111540,SECTION_HEADED,11
K173166,K130116,PROXIMITY_ONLY,11
K173166,K133440,PROXIMITY_ONLY,11
K173166,K140259,PROXIMITY_ONLY,11
K173166,K163361,SECTION_HEADED,11
K173380,K001448,SECTION_HEADED,12
K173380,K010757,SECTION_HEADED,12
K173380,K052718,SECTION_HEADED,12
K173380,K082844,SECTION_HEADED,12
K173380,K091508,SECTION_HEADED,12
K173380,K103479,SECTION_HEADED,12
K173380,K111546,SECTION_HEADED,12
K173380,K112802,SECTION_HEADED,12
K173380,K120370,SECTION_HEADED,12
K173380,K121874,SECTION_HEADED,12
K173380,K122158,SECTION_HEADED,12
K173380,K161569,SECTION_HEADED,12
K173411,K052906,SECTION_HEADED,16
K173411,K060704,SECTION_HEADED,16
K173411,K080642,SECTION_HEADED,16
K173411,K111746,SECTION_HEADED,16
K173411,K112905,SECTION_HEADED,16
K173411,K113069,SECTION_HEADED,16
K173411,K113121,SECTION_HEADED,16
K173411,K120121,SECTION_HEADED,16
K173411,K121543,SECTION_HEADED,16
K173411,K122692,PROXIMITY_ONLY,16
K173411,K130661,PROXIMITY_ONLY,16
K173411,K131353,SECTION_HEADED,16
K173411,K133378,PROXIMITY_ONLY,16
K173411,K143659,SECTION_HEADED,16
K173411,K152754,SECTION_HEADED,16
K173411,K153398,SECTION_HEADED,16
K173556,K101557,SECTION_HEADED,11
K173556,K132502,SECTION_HEADED,11
K173556,K140769,SECTION_HEADED,11
K173556,K141493,PROXIMITY_ONLY,11
K173556,K142776,SECTION_HEADED,11
K173556,K151146,SECTION_HEADED,11
K173556,K151418,SECTION_HEADED,11
K173556,K161058,SECTION_HEADED,11
K173556,K161292,SECTION_HEADED,11
K173556,K162635,SECTION_HEADED,11
K173556,K172786,PROXIMITY_ONLY,11
K173787,K001340,SECTION_HEADED,19
K173787,K003043,SECTION_HEADED,19
K173787,K020522,SECTION_HEADED,19
K173787,K030249,SECTION_HEADED,19
K173787,K031635,PROXIMITY_ONLY,19
K173787,K073649,SECTION_HEADED,19
K173787,K080568,SECTION_HEADED,19
K173787,K081917,SECTION_HEADED,19
K173787,K101923,PROXIMITY_ONLY,19
K173787,K103488,SECTION_HEADED,19
K173787,K110694,PROXIMITY_ONLY,19
K173787,K120517,PROXIMITY_ONLY,19
K173787,K120966,PROXIMITY_ONLY,19
K173787,K140759,SECTION_HEADED,19
K173787,K151352,PROXIMITY_ONLY,19
K173787,K151773,PROXIMITY_ONLY,19
K173787,K162327,PROXIMITY_ONLY,19
K173787,K990148,SECTION_HEADED,19
K180951,K101679,SECTION_HEADED,11
K180951,K112237,PROXIMITY_ONLY,11
K180951,K112526,SECTION_HEADED,11
K180951,K112965,PROXIMITY_ONLY,11
K180951,K113274,SECTION_HEADED,11
K180951,K121018,PROXIMITY_ONLY,11
K180951,K131182,SECTION_HEADED,11
K180951,K140855,SECTION_HEADED,11
K180951,K143745,SECTION_HEADED,11
K180951,K171020,PROXIMITY_ONLY,11
K180973,K000306,SECTION_HEADED,12
K180973,K033273,SECTION_HEADED,12
K180973,K042992,SECTION_HEADED,12
K180973,K093472,SECTION_HEADED,12
K180973,K103120,SECTION_HEADED,12
K180973,K110087,SECTION_HEADED,12
K180973,K110290,PROXIMITY_ONLY,12
K180973,K111481,SECTION_HEADED,12
K180973,K130343,SECTION_HEADED,12
K180973,K172857,SECTION_HEADED,12
K180973,K974054,PROXIMITY_ONLY,12
K181068,K061202,SECTION_HEADED,11
K181068,K091782,SECTION_HEADED,11
K181068,K113395,SECTION_HEADED,11
K181068,K124058,SECTION_HEADED,11
K181068,K133350,SECTION_HEADED,11
K181068,K133904,SECTION_HEADED,11
K181068,K150200,SECTION_HEADED,11
K181068,K161028,SECTION_HEADED,11
K181068,K172269,SECTION_HEADED,11
K181068,K180210,SECTION_HEADED,11
K181139,K000536,PROXIMITY_ONLY,20
K181139,K060748,SECTION_HEADED,20
K181139,K071373,SECTION_HEADED,20
K181139,K090390,PROXIMITY_ONLY,20
K181139,K100952,SECTION_HEADED,20
K181139,K111136,SECTION_HEADED,20
K181139,K111358,SECTION_HEADED,20
K181139,K113395,SECTION_HEADED,20
K181139,K113666,SECTION_HEADED,20
K181139,K124058,SECTION_HEADED,20
K181139,K131802,SECTION_HEADED,20
K181139,K142381,SECTION_HEADED,20
K181139,K143633,SECTION_HEADED,20
K181139,K153446,SECTION_HEADED,20
K181139,K162379,PROXIMITY_ONLY,20
K181139,K162494,PROXIMITY_ONLY,20
K181139,K920116,PROXIMITY_ONLY,20
K181139,K940631,PROXIMITY_ONLY,20
K181139,K950099,PROXIMITY_ONLY,20
K181139,K955348,PROXIMITY_ONLY,20
K181254,K072857,PROXIMITY_ONLY,19
K181254,K073337,PROXIMITY_ONLY,19
K181254,K080885,PROXIMITY_ONLY,19
K181254,K082792,SECTION_HEADED,19
K181254,K083116,PROXIMITY_ONLY,19
K181254,K091967,PROXIMITY_ONLY,19
K181254,K092265,PROXIMITY_ONLY,19
K181254,K093944,PROXIMITY_ONLY,19
K181254,K103352,PROXIMITY_ONLY,19
K181254,K103721,PROXIMITY_ONLY,19
K181254,K111145,PROXIMITY_ONLY,19
K181254,K112115,PROXIMITY_ONLY,19
K181254,K121011,PROXIMITY_ONLY,19
K181254,K131518,PROXIMITY_ONLY,19
K181254,K132879,PROXIMITY_ONLY,19
K181254,K143453,PROXIMITY_ONLY,19
K181254,K161635,PROXIMITY_ONLY,19
K181254,K171966,PROXIMITY_ONLY,19
K181254,K173794,SECTION_HEADED,19
K181347,K072791,SECTION_HEADED,11
K181347,K082698,SECTION_HEADED,11
K181347,K090707,SECTION_HEADED,11
K181347,K091088,SECTION_HEADED,11
K181347,K101302,SECTION_HEADED,11
K181347,K150788,SECTION_HEADED,11
K181347,K160547,SECTION_HEADED,11
K181347,K162264,SECTION_HEADED,11
K181347,K170503,SECTION_HEADED,11
K181347,K172009,SECTION_HEADED,11
K181347,K172941,SECTION_HEADED,11
K181350,K013222,SECTION_HEADED,25
K181350,K022190,SECTION_HEADED,25
K181350,K030103,SECTION_HEADED,25
K181350,K041203,SECTION_HEADED,25
K181350,K042508,SECTION_HEADED,25
K181350,K080828,SECTION_HEADED,25
K181350,K090549,SECTION_HEADED,25
K181350,K090714,SECTION_HEADED,25
K181350,K091365,SECTION_HEADED,25
K181350,K093434,SECTION_HEADED,25
K181350,K103100,SECTION_HEADED,25
K181350,K110353,SECTION_HEADED,25
K181350,K110522,SECTION_HEADED,25
K181350,K123656,SECTION_HEADED,25
K181350,K132122,SECTION_HEADED,25
K181350,K132332,SECTION_HEADED,25
K181350,K133698,SECTION_HEADED,25
K181350,K141897,SECTION_HEADED,25
K181350,K142838,SECTION_HEADED,25
K181350,K143471,SECTION_HEADED,25
K181350,K143683,SECTION_HEADED,25
K181350,K150552,SECTION_HEADED,25
K181350,K151885,SECTION_HEADED,25
K181350,K954696,SECTION_HEADED,25
K181357,K072970,SECTION_HEADED,14
K181357,K093242,SECTION_HEADED,14
K181357,K100865,SECTION_HEADED,14
K181357,K102313,SECTION_HEADED,14
K181357,K122097,SECTION_HEADED,14
K181357,K123231,SECTION_HEADED,14
K181357,K130478,SECTION_HEADED,14
K181357,K131276,SECTION_HEADED,14
K181357,K143578,SECTION_HEADED,14
K181357,K151665,SECTION_HEADED,14
K181357,K152022,SECTION_HEADED,14
K181357,K161223,SECTION_HEADED,14
K181357,K170962,SECTION_HEADED,14
K181357,K171031,SECTION_HEADED,14
K181362,K001989,SECTION_HEADED,11
K181362,K013042,SECTION_HEADED,11
K181362,K051975,SECTION_HEADED,11
K181362,K053189,SECTION_HEADED,11
K181362,K090473,SECTION_HEADED,11
K181362,K100562,SECTION_HEADED,11
K181362,K100858,SECTION_HEADED,11
K181362,K123862,SECTION_HEADED,11
K181362,K133349,SECTION_HEADED,11
K181362,K171010,SECTION_HEADED,11
K181362,K980502,SECTION_HEADED,11
K181491,K023357,SECTION_HEADED,17
K181491,K032396,SECTION_HEADED,17
K181491,K042051,SECTION_HEADED,17
K181491,K070278,SECTION_HEADED,17
K181491,K070369,SECTION_HEADED,17
K181491,K103233,SECTION_HEADED,17
K181491,K110135,SECTION_HEADED,17
K181491,K112158,PROXIMITY_ONLY,17
K181491,K112556,SECTION_HEADED,17
K181491,K112898,PROXIMITY_ONLY,17
K181491,K122244,SECTION_HEADED,17
K181491,K141327,PROXIMITY_ONLY,17
K181491,K141395,PROXIMITY_ONLY,17
K181491,K143509,PROXIMITY_ONLY,17
K181491,K150522,SECTION_HEADED,17
K181491,K161190,SECTION_HEADED,17
K181491,K172456,PROXIMITY_ONLY,17
K181598,K002149,SECTION_HEADED,19
K181598,K052026,SECTION_HEADED,19
K181598,K061547,SECTION_HEADED,19
K181598,K072656,PROXIMITY_ONLY,19
K181598,K130376,PROXIMITY_ONLY,19
K181598,K140043,PROXIMITY_ONLY,19
K181598,K142119,PROXIMITY_ONLY,19
K181598,K170444,SECTION_HEADED,19
K181598,K171181,SECTION_HEADED,19
K181598,K180798,SECTION_HEADED,19
K181598,K893685,PROXIMITY_ONLY,19
K181598,K920593,PROXIMITY_ONLY,19
K181598,K925512,PROXIMITY_ONLY,19
K181598,K932222,PROXIMITY_ONLY,19
K181621,K071833,SECTION_HEADED,18
K181621,K072415,SECTION_HEADED,18
K181621,K102606,SECTION_HEADED,18
K181621,K103033,PROXIMITY_ONLY,18
K181621,K111119,PROXIMITY_ONLY,18
K181621,K113559,SECTION_HEADED,18
K181621,K120819,SECTION_HEADED,18
K181621,K122008,SECTION_HEADED,18
K181621,K133218,SECTION_HEADED,18
K181621,K142079,SECTION_HEADED,18
K181621,K150053,SECTION_HEADED,18
K181621,K150765,SECTION_HEADED,18
K181621,K151934,SECTION_HEADED,18
K181621,K153250,PROXIMITY_ONLY,18
K181621,K170297,SECTION_HEADED,18
K181621,K170961,PROXIMITY_ONLY,18
K181621,K171489,SECTION_HEADED,18
K181621,K181295,SECTION_HEADED,18
K181846,K040721,SECTION_HEADED,14
K181846,K062836,SECTION_HEADED,14
K181846,K070775,SECTION_HEADED,14
K181846,K080664,SECTION_HEADED,14
K181846,K081391,SECTION_HEADED,14
K181846,K092108,SECTION_HEADED,14
K181846,K092146,SECTION_HEADED,14
K181846,K102195,SECTION_HEADED,14
K181846,K120092,SECTION_HEADED,14
K181846,K121049,SECTION_HEADED,14
K181846,K132191,SECTION_HEADED,14
K181846,K133567,SECTION_HEADED,14
K181846,K171848,SECTION_HEADED,14
K181846,K180156,SECTION_HEADED,14
K181947,K013031,PROXIMITY_ONLY,24
K181947,K023528,PROXIMITY_ONLY,24
K181947,K024161,SECTION_HEADED,24
K181947,K031962,SECTION_HEADED,24
K181947,K040630,SECTION_HEADED,24
K181947,K042757,PROXIMITY_ONLY,24
K181947,K093293,PROXIMITY_ONLY,24
K181947,K103517,SECTION_HEADED,24
K181947,K113369,SECTION_HEADED,24
K181947,K121149,PROXIMITY_ONLY,24
K181947,K121771,SECTION_HEADED,24
K181947,K122765,SECTION_HEADED,24
K181947,K123459,SECTION_HEADED,24
K181947,K130143,SECTION_HEADED,24
K181947,K133737,SECTION_HEADED,24
K181947,K152494,SECTION_HEADED,24
K181947,K171054,PROXIMITY_ONLY,24
K181947,K173057,SECTION_HEADED,24
K181947,K933785,SECTION_HEADED,24
K181947,K946150,SECTION_HEADED,24
K181947,K960279,SECTION_HEADED,24
K181947,K972501,PROXIMITY_ONLY,24
K181947,K973412,PROXIMITY_ONLY,24
K181947,K982903,PROXIMITY_ONLY,24
K182301,K060515,PROXIMITY_ONLY,13
K182301,K062654,SECTION_HEADED,13
K182301,K063633,SECTION_HEADED,13
K182301,K882234,SECTION_HEADED,13
K182301,K884796,SECTION_HEADED,13
K182301,K943462,SECTION_HEADED,13
K182301,K950010,PROXIMITY_ONLY,13
K182301,K952830,SECTION_HEADED,13
K182301,K961685,SECTION_HEADED,13
K182301,K971189,SECTION_HEADED,13
K182301,K984158,PROXIMITY_ONLY,13
K182301,K991106,PROXIMITY_ONLY,13
K182468,K033716,SECTION_HEADED,13
K182468,K061434,SECTION_HEADED,13
K182468,K062419,SECTION_HEADED,13
K182468,K072020,SECTION_HEADED,13
K182468,K093644,SECTION_HEADED,13
K182468,K103233,SECTION_HEADED,13
K182468,K103479,SECTION_HEADED,13
K182468,K112556,SECTION_HEADED,13
K182468,K120578,SECTION_HEADED,13
K182468,K153345,SECTION_HEADED,13
K182468,K172634,SECTION_HEADED,13
K182468,K983382,SECTION_HEADED,13
K182468,K983502,SECTION_HEADED,13
K182746,K090782,SECTION_HEADED,11
K182746,K101255,SECTION_HEADED,11
K182746,K102402,PROXIMITY_ONLY,11
K182746,K121791,PROXIMITY_ONLY,11
K182746,K143740,SECTION_HEADED,11
K182746,K160958,SECTION_HEADED,11
K182746,K163543,PROXIMITY_ONLY,11
K182746,K173892,PROXIMITY_ONLY,11
K182746,K180480,SECTION_HEADED,11
K182746,K181453,SECTION_HEADED,11
K182785,K071264,SECTION_HEADED,11
K182785,K090692,SECTION_HEADED,11
K182785,K113652,SECTION_HEADED,11
K182785,K120359,SECTION_HEADED,11
K182785,K121651,SECTION_HEADED,11
K182785,K123875,SECTION_HEADED,11
K182785,K141949,SECTION_HEADED,11
K182785,K150456,SECTION_HEADED,11
K182785,K150520,SECTION_HEADED,11
K182785,K153034,SECTION_HEADED,11
K182885,K021461,SECTION_HEADED,15
K182885,K021761,SECTION_HEADED,15
K182885,K030327,SECTION_HEADED,15
K182885,K042922,SECTION_HEADED,15
K182885,K061274,SECTION_HEADED,15
K182885,K063100,SECTION_HEADED,15
K182885,K081038,SECTION_HEADED,15
K182885,K130640,SECTION_HEADED,15
K182885,K140417,SECTION_HEADED,15
K182885,K141599,SECTION_HEADED,15
K182885,K141632,SECTION_HEADED,15
K182885,K152623,SECTION_HEADED,15
K182885,K970806,SECTION_HEADED,15
K182885,K992110,SECTION_HEADED,15
K182885,K994239,SECTION_HEADED,15
K183042,K041066,SECTION_HEADED,15
K183042,K051075,SECTION_HEADED,15
K183042,K092873,SECTION_HEADED,15
K183042,K100858,SECTION_HEADED,15
K183042,K101263,SECTION_HEADED,15
K183042,K110598,SECTION_HEADED,15
K183042,K111212,SECTION_HEADED,15
K183042,K112069,SECTION_HEADED,15
K183042,K113254,SECTION_HEADED,15
K183042,K133349,SECTION_HEADED,15
K183042,K141006,SECTION_HEADED,15
K183042,K142139,SECTION_HEADED,15
K183042,K161742,PROXIMITY_ONLY,15
K183042,K163397,SECTION_HEADED,15
K183042,K172456,SECTION_HEADED,15
K183532,K033273,PROXIMITY_ONLY,12
K183532,K043537,PROXIMITY_ONLY,12
K183532,K103384,PROXIMITY_ONLY,12
K183532,K110087,SECTION_HEADED,12
K183532,K120030,PROXIMITY_ONLY,12
K183532,K172857,PROXIMITY_ONLY,12
K183532,K180973,SECTION_HEADED,12
K183532,K921301,PROXIMITY_ONLY,12
K183582,K072857,PROXIMITY_ONLY,13
K183582,K072963,SECTION_HEADED,13
K183582,K073337,PROXIMITY_ONLY,13
K183582,K080885,PROXIMITY_ONLY,13
K183582,K102423,SECTION_HEADED,13
K183582,K103721,SECTION_HEADED,13
K183582,K112115,PROXIMITY_ONLY,13
K183582,K121874,SECTION_HEADED,13
K183582,K122641,SECTION_HEADED,13
K183582,K131518,PROXIMITY_ONLY,13
K183582,K132879,SECTION_HEADED,13
K183582,K132959,SECTION_HEADED,13
K183582,K171966,PROXIMITY_ONLY,13
K190100,K002757,SECTION_HEADED,14
K190100,K013385,SECTION_HEADED,14
K190100,K023087,SECTION_HEADED,14
K190100,K052685,SECTION_HEADED,14
K190100,K070978,SECTION_HEADED,14
K190100,K082424,SECTION_HEADED,14
K190100,K100048,SECTION_HEADED,14
K190100,K100981,SECTION_HEADED,14
K190100,K110940,SECTION_HEADED,14
K190100,K111546,SECTION_HEADED,14
K190100,K122183,SECTION_HEADED,14
K190100,K123550,SECTION_HEADED,14
K190100,K130063,SECTION_HEADED,14
K190100,K152530,SECTION_HEADED,14
